egfr_cs,smiles,proteinName,protein_dataset
0,C[C@H](O)C=O,EGFR,egfr_cs
0,N[C@H]1[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,Nc1nc2ccccc2c(=O)[nH]1,EGFR,egfr_cs
0,C[C@@H](Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,EGFR,egfr_cs
0,N=C(N)Nc1ccc(CNC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,EGFR,egfr_cs
0,CCCCCCCC/C=C/CCCCCCCC(N)=O,EGFR,egfr_cs
0,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,EGFR,egfr_cs
0,Cc1ncc(COP(=O)(O)O)c(C/N=C2\CON=C2O)c1O,EGFR,egfr_cs
0,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(Cc2ccccc2)c1,EGFR,egfr_cs
0,Cc1[nH+]ccn1C,EGFR,egfr_cs
0,CS(=O)(=O)CC[C@H](N)C(=O)O,EGFR,egfr_cs
0,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,EGFR,egfr_cs
0,Nc1c[nH]c(=O)[nH]c1=O,EGFR,egfr_cs
0,N[C@@H](C(=O)O)C(F)(F)F,EGFR,egfr_cs
0,CC(C)(CO)C(=O)C(=O)O,EGFR,egfr_cs
0,CCCCCCCCCCCCCCCC(=O)O,EGFR,egfr_cs
0,NCc1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,EGFR,egfr_cs
0,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,EGFR,egfr_cs
0,N[C@@H](CCSC(F)(F)F)C(=O)O,EGFR,egfr_cs
0,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,EGFR,egfr_cs
0,N[C@@H](CCCCNC(=O)O)C(=O)O,EGFR,egfr_cs
0,Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(N2CCN3CCCC[C@H]3C2)cc1,EGFR,egfr_cs
0,CC(C)[C@H](N=C(O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(O)=N[C@H](C(O)=NCc1ccccn1)C(C)C)C(O)=NCc1ccccn1,EGFR,egfr_cs
0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1-c1ccc(Br)s1,EGFR,egfr_cs
0,CCOC(=O)c1c(C)nn(-c2ccccc2Cl)c1C,EGFR,egfr_cs
0,CCCCn1c(Cc2cccc(OC)c2)nc2c(N)ncnc21,EGFR,egfr_cs
0,C[C@H](CC(=O)O)[C@H](N)C(=O)O,EGFR,egfr_cs
0,[NH3+][C@H](CO)Cc1cnc[nH]1,EGFR,egfr_cs
0,O=c1[nH]c(=O)c2c([nH]1)n(C[C@H](O)[C@@H](O)[C@H](O)CO)c(=O)n2CCCOP(=O)(O)O,EGFR,egfr_cs
0,CCCCCCC/C=C\C(=O)SCCNC(C)=O,EGFR,egfr_cs
0,O=S(=O)([O-])CC[NH+]1CCOCC1,EGFR,egfr_cs
0,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,EGFR,egfr_cs
0,N[C@@H](CCSC(F)F)C(=O)O,EGFR,egfr_cs
0,NCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)NCCS)cc1,EGFR,egfr_cs
0,O=C(NO)c1ccccc1O,EGFR,egfr_cs
0,CC1(C)S[C@@H]2[C@H](N=C([O-])CCCC[C@H](N=C(O)CN)C(=O)O)C(=O)N2[C@H]1C(=O)O,EGFR,egfr_cs
0,N[C@H](C(=O)O)[C@@H](O)OP(=O)(O)O,EGFR,egfr_cs
0,CCOP(=O)(O)O,EGFR,egfr_cs
0,Oc1cc(O)c2c(c1)O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,EGFR,egfr_cs
0,Ic1ccc2c(c1)CNCC2,EGFR,egfr_cs
0,CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-],EGFR,egfr_cs
0,Nc1[nH]c(=O)[nH]c(=O)c1N,EGFR,egfr_cs
0,CCCCCC(=O)OC[C@H](CCP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,EGFR,egfr_cs
0,O=c1[nH]cc([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,EGFR,egfr_cs
0,Nc1nc2ncc(CNc3ccc(C(=O)OP(=O)(O)O)cc3)nc2c(=O)[nH]1,EGFR,egfr_cs
0,CCCCCCCC/C=C\CCCCCCCCOC(=O)[C@H](O)CO,EGFR,egfr_cs
0,CCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,EGFR,egfr_cs
0,CC(C)(C)c1nnc(C(=O)[C@@H]2CCCN2)o1,EGFR,egfr_cs
0,C[C@](Cn1ccnn1)([C@@H](N/C=C\C=O)C(=O)O)[SH](=O)=O,EGFR,egfr_cs
0,CC(=O)NN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,EGFR,egfr_cs
0,Clc1cc(Cl)cc(Cl)c1,EGFR,egfr_cs
0,CC(C)C[C@@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,EGFR,egfr_cs
0,N[C@H](Cc1ccc(O)cc1)C(=O)O,EGFR,egfr_cs
0,O.O.[Cu+4].c1c[n-]cn1.c1c[n-]cn1.c1c[n-]cn1.c1c[n-]cn1,EGFR,egfr_cs
0,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,EGFR,egfr_cs
0,C=C1C=CC=C(C)[C@@H]1N,EGFR,egfr_cs
0,C=O,EGFR,egfr_cs
0,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1,EGFR,egfr_cs
0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)OP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O2)c(=O)nc1[O-],EGFR,egfr_cs
0,O=c1nc(O)c(CO)cn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,EGFR,egfr_cs
0,N[C@@H](CC(C(=O)O)C(=O)O)C(=O)O,EGFR,egfr_cs
0,O=[S@](O)c1ccccc1,EGFR,egfr_cs
0,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,EGFR,egfr_cs
0,CO[C@@H](C[C@@H]1OC(=O)C[C@@H](O)C[C@H](O)CC(=O)[C@H](C)[C@H](OC)c2coc(n2)-c2coc(n2)-c2coc(n2)/C=C/CC[C@H]1C)[C@@H](C)CCC(=O)[C@H](C)[C@@H](C/C=C/N(C)CO)OC,EGFR,egfr_cs
0,O=C(O)CCCn1c2ccccc2c2ccccc21,EGFR,egfr_cs
0,CC1(C)O[C@]2(C)CC[C@H]1CC2,EGFR,egfr_cs
0,O=S(=O)(O)c1ccc(O)c(/N=N/c2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(Nc4ncnc(Nc5ccc6c(O)c(/N=N/c7cc(S(=O)(=O)O)ccc7O)c(S(=O)(=O)O)cc6c5S(=O)(=O)O)n4)ccc3c2O)c1,EGFR,egfr_cs
0,NCCCCCN,EGFR,egfr_cs
0,O=P(O)(O)OC[C@H](O)[C@@H](O)[C@H](O)NO,EGFR,egfr_cs
0,NCCC[C@](N)(C(=O)O)C(F)F,EGFR,egfr_cs
0,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S,EGFR,egfr_cs
0,CC(=O)CSC[C@H](N)C(=O)O,EGFR,egfr_cs
0,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,EGFR,egfr_cs
0,CC(O)=N[C@H]1NC[C@H](CO)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,OC[C@H]1ONC[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CO[C@@H]1[C@@H](O)O[C@@H](C)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,OC[C@@H](O)CS,EGFR,egfr_cs
0,NC(=[NH2+])c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,EGFR,egfr_cs
0,CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C/C=C\CCCC(=O)O)OO,EGFR,egfr_cs
0,N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,EGFR,egfr_cs
0,O=C1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)N=C(O)[C@@H](N)CO)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)CO[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,[Ru+3].c1c[n-]cn1.c1ccc(-c2ccccn2)nc1.c1ccc(-c2ccccn2)nc1,EGFR,egfr_cs
0,C[C@H]1O[C@@H](O)CC[C@@H]1O,EGFR,egfr_cs
0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCCN(C)C,EGFR,egfr_cs
0,NC(=[NH2+])c1cc2cccnc2s1,EGFR,egfr_cs
0,CCN[C@H]1CN(CCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,EGFR,egfr_cs
0,Cc1ccc(NC(=O)c2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,EGFR,egfr_cs
0,CO[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,EGFR,egfr_cs
0,CSC[C@H]1N[C@@H](C2=C[NH2+]c3c(O)ncnc32)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,EGFR,egfr_cs
0,O=C(O)CCc1nc2c(=O)[nH]c(=O)[nH]c2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1=O,EGFR,egfr_cs
0,O=C(O)C(=O)Cc1ccccc1,EGFR,egfr_cs
0,N[C@@H](CCC(O)=N[C@@H](CSCc1cccc2ccccc12)C(O)=NCC(=O)O)C(=O)O,EGFR,egfr_cs
0,C[C@@H](O)[C@@H](O)c1cnc2nc(N)[nH]c(=O)c2n1,EGFR,egfr_cs
0,Nc1ncnc2ncn([C@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c12,EGFR,egfr_cs
0,C=CCN(C)CCCCCCOc1ccc2c(-c3ccc(Br)cc3)nn(C)c2c1,EGFR,egfr_cs
0,N[C@@H](CCC(O)=N[C@@H](CS[C@H](O)N(O)c1ccc(Br)cc1)C(O)=NCC(=O)O)C(=O)O,EGFR,egfr_cs
0,CC(C)[C@H](C=O)[C@H]1[C@H](NS(C)(=O)=O)CCN1C(=O)/C=C/CN1CCCCC1,EGFR,egfr_cs
0,CC(C)C[C@H](N=C(O)OCc1ccccc1)C(O)=NN=C(O)NN=C(O)[C@H](CC(C)C)N=C(O)OCc1ccccc1,EGFR,egfr_cs
0,C=CC/[NH+]=C(\N)NCCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,N=C([S-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,EGFR,egfr_cs
0,C#CCN[C@H]1CCc2ccccc21,EGFR,egfr_cs
0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1,EGFR,egfr_cs
0,O=P(O)(O)OP(=O)(O)OP(=O)(O)O,EGFR,egfr_cs
0,O=C(O)CCc1ccc(O)cc1,EGFR,egfr_cs
0,N[C@H](C(=O)O)c1ccc(O)c(Cl)c1,EGFR,egfr_cs
0,CCCCn1c(Cc2ccc(OC)cc2)nc2c(N)ncnc21,EGFR,egfr_cs
0,CC(C)(C)O,EGFR,egfr_cs
0,O=C[C@@H]1CCC(O)=N1,EGFR,egfr_cs
0,CN(C)C1=CCC2=C(c3ccc(N4C(=O)C=CC4=O)cc3C(=O)O)c3ccc(N(C)C)cc3OC2=C1,EGFR,egfr_cs
0,NC(N)=O,EGFR,egfr_cs
0,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCN=C(O)CCC(=O)O,EGFR,egfr_cs
0,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(CCC(=O)O)c4n1[Fe]31n3c(c(C)c(C=C)c3=C2)=CC2=[N+]1C(=C4c1ccccc1)C(CCC(=O)O)=C2C,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](/C=C/CN=C(O)c2cc([N+](=O)[O-])cc(O)c2O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,CC[C@H](C)[C@H](N=C(O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(O)=N[C@H](C(O)=NC)[C@@H](C)CC)C(O)=NC,EGFR,egfr_cs
0,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,N=C(N)SCCc1cccc(CCSC(=N)N)c1,EGFR,egfr_cs
0,OC1OC[C@H](O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,EGFR,egfr_cs
0,C[C@H](OP(=O)(O)OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)nc(O)c-2cc2ccc(O)cc21)C(O)=N[C@@H](CCC(O)=N[C@@H](CCC(=O)O)C(=O)O)C(=O)O,EGFR,egfr_cs
0,C[C@@H](O)[C@H](N)C1=N/C(=C\c2c[nH]c3ccccc23)C(=O)N1CC(=O)O,EGFR,egfr_cs
0,CC(=O)[C@H](N)C(=O)O,EGFR,egfr_cs
0,Cc1ccc(Nc2nccc(-c3ccnc(N4CCN(CCN)CC4)c3)n2)cc1Cl,EGFR,egfr_cs
0,CCNC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,EGFR,egfr_cs
0,C[C@@H](O)[C@@H](O)[C@H]1CNc2[nH]c(=N)nc(O)c2N1,EGFR,egfr_cs
0,CCNC(=O)OC,EGFR,egfr_cs
0,C=C(NC)C(=O)O,EGFR,egfr_cs
0,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(O)c1O,EGFR,egfr_cs
0,CC(C)[C@@H](NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)[C@@H](O)c1nnc(C(C)(C)C)o1,EGFR,egfr_cs
0,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@H]2O,EGFR,egfr_cs
0,C[C@@H](N=C(O)CCCC[C@H](N=C(O)CN)C(=O)O)C(=O)O,EGFR,egfr_cs
0,O=C(O)CSc1nc(-c2cccc(Cl)c2)no1,EGFR,egfr_cs
0,N[C@H](CO)C(=O)O,EGFR,egfr_cs
0,C[C@@H]1C=CN[C@H]1C(=O)O,EGFR,egfr_cs
0,Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H](n5cnc6c(=O)nc(N)[nH]c65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2[nH]1,EGFR,egfr_cs
0,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@@H](O)CC(=O)N3Cc3ccc4c(CO)c(OC)ccc4c3)[C@H]21,EGFR,egfr_cs
0,C=C1Oc2cc(OC)cc(C(=O)O[C@H]3COC(=O)C[C@H]([NH3+])c4cc(O)c(c(Cl)c4)O[C@@H]4c5ccc3cc5C3=CC=C[C@@]34O[C@@H]3OC(C)(C)[C@@H](N(C)C)[C@@H](O)[C@H]3O)c2N=C1O,EGFR,egfr_cs
0,O=C(O)[C@@H]1O[C@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,O=P(O)(O)OC[C@H]1OC[C@H](O)[C@H]1O,EGFR,egfr_cs
0,O=C[C@H](O)[C@H](O)COP(=O)(O)O,EGFR,egfr_cs
0,CC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)CCC[C@@H](N)C(=O)O)[C@H]2SC1,EGFR,egfr_cs
0,OC1=NC=C[C@H](O)N1,EGFR,egfr_cs
0,NC(=O)C(=O)O,EGFR,egfr_cs
0,CCCCCCCc1ccc(O)cc1,EGFR,egfr_cs
0,O=P(O)(O)OC[C@H]1C[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,NC(=O)C[C@@H](N)C(=O)O,EGFR,egfr_cs
0,COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)S[C@@H]4C)ccc32)cc1OC,EGFR,egfr_cs
0,C[N+](C)(C)CCOP(=O)(O)O,EGFR,egfr_cs
0,O=C(O)c1ccc(O)c(O)c1,EGFR,egfr_cs
0,O=C(CO)[C@@H](O)[C@@H](O)CO,EGFR,egfr_cs
0,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(Cl)[nH+]cnc32)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,O=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@@H](S)Cc1ccccc1,EGFR,egfr_cs
0,C[C@@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,EGFR,egfr_cs
0,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,Cc1ncnc2c1ncn2[C@@H]1O[C@H]([C@@H](C)O)[C@@H](O)[C@H]1O,EGFR,egfr_cs
0,N/C(S)=N\CCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,O=P(O)(O)O[C@H]1[C@@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O,EGFR,egfr_cs
0,N=C(N)N[C@@H](C(O)=NCC(=O)N1CCC(c2cc(-c3cccc(Cl)c3Cl)n[nH]2)CC1)C1CCCCC1,EGFR,egfr_cs
0,C[n+]1cn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(O)nc(=N)[nH]c54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c2[nH]c(=N)nc(O)c21,EGFR,egfr_cs
0,O=S(=O)(O)N[C@H]1[C@@H](O)O[C@H](COS(=O)(=O)O)[C@@H](O)[C@@H]1O,EGFR,egfr_cs
0,O=C1N2C=C(c3ccc(O)cc3)N[C@@H](CC3CCCC3)C2=N[C@@]1(Cc1ccc(O)cc1)OO,EGFR,egfr_cs
0,C[C@@]1(CO)OP(=O)(O)OP(=O)(O)OC[C@H]1O,EGFR,egfr_cs
0,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]3O[C@@H](n4c(Br)nc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,EGFR,egfr_cs
0,C[As](C)SC[C@H](N)C(=O)O,EGFR,egfr_cs
0,O=C([O-])/C=C(/C(=O)[O-])[C@@H](O)C(=O)[O-],EGFR,egfr_cs
0,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,EGFR,egfr_cs
0,CCCCCCCCCCCCOS(=O)(=O)O,EGFR,egfr_cs
0,CN1C(=O)CCC1(C)C,EGFR,egfr_cs
0,O=C(O)C1=CN=C(C(=O)O)CS[C@H]1c1cn2c3c(sc2n1)CCC3,EGFR,egfr_cs
0,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](OC[C@H]3O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,N[C@H]1Oc2ccccc2[C@H](O)S1,EGFR,egfr_cs
0,O=c1n(C[C@@H](O)[C@@H](O)[C@H](O)CO)c2nc(O)nc(O)c2n1CCCOP(=O)(O)O,EGFR,egfr_cs
0,N=C(N)NCCCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,O=C(O)c1ccc([Hg])cc1,EGFR,egfr_cs
0,CC(C)OP(=O)(O)O,EGFR,egfr_cs
0,C[N+](C)(C)CCCC[C@H](N)C(=O)O,EGFR,egfr_cs
0,N[C@H](C=O)Cc1ccc(O)cc1,EGFR,egfr_cs
0,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCC[C@H]1C[C@H]1CCCCCC,EGFR,egfr_cs
0,O=C(O)C1=C[C@H](O)[C@@H](OS(=O)(=O)O)[C@H](O)O1,EGFR,egfr_cs
0,O=C(O)C(=O)N(c1ccccc1C(=O)O)c1cccc2ccccc12,EGFR,egfr_cs
0,Nc1nc2c(c(=O)[nH]1)N[C@H]1C3=C(S[Mo](=O)(=O)(S)S3)[C@H](COP(=O)(O)O)O[C@H]1N2,EGFR,egfr_cs
0,O=C[C@H](CSCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,EGFR,egfr_cs
0,CC(C)=CCC[N@H+](C)[C@@H]1CC=C(C)CC1,EGFR,egfr_cs
0,C[n+]1c[nH]c2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)nnc-2c1N,EGFR,egfr_cs
0,COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1,EGFR,egfr_cs
0,NC(=O)[C@@H](N)CCCC[NH3+],EGFR,egfr_cs
0,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O,EGFR,egfr_cs
0,O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](S[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)C2O)cc1,EGFR,egfr_cs
0,CC(O)=N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,EGFR,egfr_cs
0,N[C@@H](CNC(=O)c1ccccc1)C(=O)O,EGFR,egfr_cs
0,CC(C)CCC(=O)O,EGFR,egfr_cs
0,NCCO,EGFR,egfr_cs
0,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,EGFR,egfr_cs
0,CC(=O)N1N=C(c2ccccc2Cl)C[C@H]1c1cccc(O)c1,EGFR,egfr_cs
0,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1,EGFR,egfr_cs
0,NCC1=N/C(=C\c2ccc(O)cc2)C(=O)N1CC(=O)O,EGFR,egfr_cs
0,CCCCP(=O)(O)O,EGFR,egfr_cs
0,N[C@@H](Cn1cc(Br)c(=O)[nH]c1=O)C(=O)O,EGFR,egfr_cs
0,O=C(O)C(=O)Nc1cc2[nH]ccc2cc1C(=O)O,EGFR,egfr_cs
0,NS(=O)(=O)c1ccc(C(=O)NCCCCNCS)cc1,EGFR,egfr_cs
0,CC(=O)N[C@@H](Cc1ccc(OCC(=O)O)c(P(=O)(O)O)c1)C(=O)N[C@@H](C)c1ccc(OCC2CCCCC2)c(C(N)=O)c1,EGFR,egfr_cs
0,CN(C)CCSCc1cc(N)cc2c(=O)[nH]c(N)nc12,EGFR,egfr_cs
0,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,EGFR,egfr_cs
0,CC1(C)N=C(N)N=C(N)N1OCCCOc1ccc(Br)cc1,EGFR,egfr_cs
0,N=C(N)c1ccc2c(c1)[nH+]c1n2[Zn]n2c([nH+]c3cc(C(=N)N)ccc32)C1,EGFR,egfr_cs
0,C=Cc1c(C)c2n3c1C=c1c(C)c(CCC(=O)OC)c4n1[Fe@@]31n3c(c(C)c(CCC(=O)OC)c3C=4)C=c3c(C)c(C=C)c(n31)=C2,EGFR,egfr_cs
0,COc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)c1,EGFR,egfr_cs
0,CN1CCN(c2ccc3nc(-c4ccc5[nH]c(-c6ccc(N(C)C)cc6)nc5c4)[nH]c3c2)CC1,EGFR,egfr_cs
0,Cc1ccc(S(=O)(=O)N2CCSC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)O)cc1,EGFR,egfr_cs
0,COC(O)=N[C@]1(C(=N)O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,EGFR,egfr_cs
0,CSCC[C@H](N)[PH](=O)O,EGFR,egfr_cs
0,CN(C(=O)c1cc2ccccc2cc1C(=O)[C@@H](c1cccc2ccccc12)P(=O)(O)O)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,EGFR,egfr_cs
0,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,EGFR,egfr_cs
0,CC(C)SC(=N)N,EGFR,egfr_cs
